what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1320706805153
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1320706805185
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1320706805244
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1320706805287
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1320706805550
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1320706805598
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1320706805615
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1320706805633
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1320706805633
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1320706805646
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1320706805650
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1320706805650
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1320706805705
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1320706805708
os,sysinfo,,,"win32",1320706805721
arch,sysinfo,,,"x86",1320706805721
ws,sysinfo,,,"win32",1320706805721
locale,sysinfo,,,"pt_BR",1320706805721
processors,sysinfo,,,"4",1320706805722
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1320706805722
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1320706805722
java.specification.name,sysinfo,,,"Java Platform API Specification",1320706805722
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1320706805722
java.specification.version,sysinfo,,,"1.6",1320706805722
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1320706805722
java.version,sysinfo,,,"1.6.0_25",1320706805722
java.vm.info,sysinfo,,,"mixed mode",1320706805722
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1320706805722
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1320706805722
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1320706805722
java.vm.specification.version,sysinfo,,,"1.0",1320706805722
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1320706805722
java.vm.version,sysinfo,,,"20.0-b11",1320706805722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320709651795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320709731665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320709747809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320709947185
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1320709954009
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1320709954009
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1320709954199
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1320709955421
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1320709955481
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1320709956071
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320709956101
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320709978973
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1320709988033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320709993073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320709998311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710000771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710003161
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1320710003873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710004347
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1320710004565
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1320710008227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710009077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710009927
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1320710010027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710015384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1320710024344
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1320710026956
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.menu.MenuEditor",1320710027306
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1320710029166
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1320710029626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320710035112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320710040096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320710041806
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320710044866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710051432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710053302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710054024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710063626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710071034
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710072405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710072779
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710073866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710075769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710076534
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1320710082393
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1320710085832
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320710087728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710089937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710090678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710093115
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710096032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710096996
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710265579
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1320710268772
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1320710269494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710276524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710289890
error,log,,,"No command output when running: 'am start -n br.com.wordmapper.android.activities/br.com.wordmapper.android.activities.MainActivity -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1320710290972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710291362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710292140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320710293024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711169473
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.menu.MenuEditor",1320711169691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711169759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711179519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711182377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711208985
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711261819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711262022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711345985
opened,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1320711350429
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1320711350519
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.menu.MenuEditor",1320711359922
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1320711366811
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1320711367699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711367745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711599997
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320711602039
stopped,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201109151100-r,"org.eclipse.egit.mylyn.ui",1320711603629
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1320711603634
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1320711603634
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1320711603649
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1320711603689
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1320711603707
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1320711603707
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1320711603723
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1320711603788
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1320711603788
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1320711603859
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1320711603901
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1320711603963
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1320711603963
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1320711604032
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1320711604076
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1320711604123
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1320711604124
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1320711604145
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1320711604175
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1320711604237
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1320711604237
stopped,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1320711604237
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1320711604340
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1320711604413
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1320711604476
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1320711604605
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1320711604724
